"U_Pr_Nr";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.nummer";"MST.n_Dinds"
"325";"MST0278";"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-14";"VF_VejleFjord";"95130028";55.7044722222222;9.67034444444444;7.8;7;"1300";"ja";"4.6";"2019-03-15";5.26;NA;"MST0278";"MST0278_2019-03-14"
"326";"MST0282";"JAROB_20629477";"LIVII";"Sydjylland";"2019-03-14";"VF_VejleFjord";"95130028";55.7044722222222;9.67034444444444;7.8;7;"1360";"ja";"4.6";"2019-03-15";5.26;NA;"MST0282";"MST0282_2019-03-14"
"327";"MST0384";"Alkri";"Daphne";"MST_SJ";"2020-05-15";"Sundet";"97200002";55.8616666666667;12.7336055555556;49;1;"1350";"ja";"16";NA;10.15;NA;"MST0384";"MST0384_2020-05-15"
"328";"MST0389";"Alkri";"Daphne";"MST_SJ";"2020-05-15";"Sundet";"97200002";55.8616666666667;12.7336055555556;49;1;"1300";"ja";"16";NA;10.15;NA;"MST0389";"MST0389_2020-05-15"
"329";"MST0399";"Alkri";"Daphne";"MST_SJ";"2020-05-15";"Sundet";"97200002";55.8616666666667;12.7336055555556;49;1;"1300";"ja";"16";NA;10.15;NA;"MST0399";"MST0399_2020-05-15"
"330";"MST0396";"PHELDKRMSKRABIL";"Daphne";"MST_SJ";"2020-05-26";"BF17";"93300091";56.1455666666667;11.5855166666667;22.4;21.3;"1600";"JA";"14";NA;6.45;NA;"MST0396";"MST0396_2020-05-26"
"331";"MST0409";"PHELDKRMSKRABIL";"Daphne";"MST_SJ";"2020-05-26";"BF17";"93300091";56.1455666666667;11.5855166666667;22.4;21.3;"1600";"JA";"14";NA;6.45;NA;"MST0409";"MST0409_2020-05-26"
"332";"MST0553";"PHELDKRMSKRABIL";"Daphne";"MST_SJ";"2020-05-26";"BF17";"93300091";56.1455666666667;11.5855166666667;22.4;21.3;"1550";"JA";"14";NA;6.45;NA;"MST0553";"MST0553_2020-05-26"
"333";"MST0391";"PHELD";"Daphne";"MST_SJ";"2020-06-02";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;45.8;1;"1500";"ja";"16";NA;13.74;NA;"MST0391";"MST0391_2020-06-02"
"334";"MST0551";"PHELD";"Daphne";"MST_SJ";"2020-06-02";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;45.8;1;"1350";"ja";"16";NA;13.74;NA;"MST0551";"MST0551_2020-06-02"
"335";"MST0555";"PHELD";"Daphne";"MST_SJ";"2020-06-02";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;45.8;1;"1500";"ja";"16";NA;13.74;NA;"MST0555";"MST0555_2020-06-02"
"336";"MST0392";"PHELD_ALKRI";"Daphne";"MST_STO";"2020-06-04";"KarrebaeksmindeBugt";"95220322";55.1248333333333;11.5334611111111;12.4;11.3;"1550";"ja";"9.5";NA;13.9;NA;"MST0392";"MST0392_2020-06-04"
"337";"MST0398";"PHELD_ALKRI";"Daphne";"MST_STO";"2020-06-04";"KarrebaeksmindeBugt";"95220322";55.1248333333333;11.5334611111111;12.4;11.3;"1600";"ja";"9.5";NA;13.9;NA;"MST0398";"MST0398_2020-06-04"
"338";"MST0558";"PHELD_ALKRI";"Daphne";"MST_STO";"2020-06-04";"KarrebaeksmindeBugt";"95220322";55.1248333333333;11.5334611111111;12.4;11.3;"1550";"ja";"9.5";NA;13.9;NA;"MST0558";"MST0558_2020-06-04"
"339";"MST0395";"PHELD_NIFSO";"Daphne";"MST_FYN";"2020-06-10";"DMU444Arkona";"99000052";55.0001666666667;13.3000083333333;47;45.5;"1600";"ja";"34";NA;10.18;NA;"MST0395";"MST0395_2020-06-10"
"340";"MST0549";"PHELD_NIFSO";"Daphne";"MST_FYN";"2020-06-10";"DMU444Arkona";"99000052";55.0001666666667;13.3000083333333;47;45.5;"1600";"ja";"34";NA;10.18;NA;"MST0549";"MST0549_2020-06-10"
"341";"MST0565";"PHELD_NIFSO";"Daphne";"MST_FYN";"2020-06-10";"DMU444Arkona";"99000052";55.0001666666667;13.3000083333333;47;45.5;"1650";"ja";"34";NA;10.18;NA;"MST0565";"MST0565_2020-06-10"
"342";"MST0552";"PHELD_ALKRI";"Daphne";"MST_FYN";"2020-06-25";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"900";"ja";"42";NA;17.5;NA;"MST0552";"MST0552_2020-06-25"
"343";"MST0202";"PHELD_ALKRI";"Daphne";"MST_FYN";"2020-06-25";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"1200";"ja";"42";NA;17.5;NA;"MST0202";"MST0202_2020-06-25"
"344";"MST0539";"PHELD_ALKRI";"Daphne";"MST_FYN";"2020-06-25";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"1300";"ja";"42";NA;17.5;NA;"MST0539";"MST0539_2020-06-25"
"345";"MST0434";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-08-31";"KBH431";"97200002";55.862;12.75;50.1;1;"1450";"ja";"10";NA;18.5;NA;"MST0434";"MST0434_2020-08-31"
"346";"MST0437";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-08-31";"KBH431";"97200002";55.862;12.75;50.1;1;"1650";"ja";"10";NA;18.5;NA;"MST0437";"MST0437_2020-08-31"
"347";"MST0547";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-08-31";"KBH431";"97200002";55.862;12.75;50.1;1;"1650";"ja";"10";NA;18.5;NA;"MST0547";"MST0547_2020-08-31"
"348";"MST0459";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-09-01";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;46;1;"1550";"ja";"12";NA;18.3;NA;"MST0459";"MST0459_2020-09-01"
"349";"MST0478";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-09-01";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;46;1;"1650";"ja";"12";NA;18.3;NA;"MST0478";"MST0478_2020-09-01"
"350";"MST0494";"Alkri";"DAPHNE";"MST_SjaeLLAND";"2020-09-01";"VSJ20925_Gniben";"94300001";56.1318333333333;11.1501472222222;46;1;"1550";"ja";"12";NA;18.3;NA;"MST0494";"MST0494_2020-09-01"
"351";"MST0406";"Alkri";"DAPHNE";"MST_FYN";"2020-09-03";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"1550";"ja";"39";NA;NA;NA;"MST0406";"MST0406_2020-09-03"
"352";"MST0426";"Alkri";"DAPHNE";"MST_FYN";"2020-09-03";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"1650";"ja";"39";NA;NA;NA;"MST0426";"MST0426_2020-09-03"
"353";"MST0508";"Alkri";"DAPHNE";"MST_FYN";"2020-09-03";"DMU444Arkona";"99000052";55.0001666666667;13.3;45;1;"1350";"ja";"39";NA;18.85;NA;"MST0508";"MST0508_2020-09-03"
"354";"MST0460";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-05-15";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;NA;"1400";"nej";NA;"2020-09-09";17.5;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0460";"MST0460_2020-05-15"
"355";"MST0156";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-05-15";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;NA;"1400";"nej";NA;"2020-09-09";17.5;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0156";"MST0156_2020-05-15"
"356";"MST0455";"SvendaageBendtsen";"MagretheGaardbo";"Nordjylland";"2020-05-15";"HirtshalsNOR7715";"92200001";57.6078333333333;9.90025555555555;18;NA;"1400";"nej";NA;"2020-09-09";17.5;"Vandprøverne er nedkølet og transporteret til Aalborg hvor filtreringen skete";"MST0455";"MST0455_2020-05-15"
"357";"MST0402";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-03-09";"6500351_DSoe";"96510125";55.0294777777778;10.4241472222222;21;20;"1400";"ja";"9";"2020-03-09";5.14;NA;"MST0402";"MST0402_2020-03-09"
"358";"MST0535";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-03-09";"6500351_DSoe";"96510125";55.0294777777778;10.4241472222222;21;20;"1400";"ja";"9";"2020-03-09";5.14;NA;"MST0535";"MST0535_2020-03-09"
"359";"MST0537";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-03-09";"6500351_DSoe";"96510125";55.0294777777778;10.4241472222222;21;20;"1200";"ja";"9";"2020-03-09";5.14;NA;"MST0537";"MST0537_2020-03-09"
"360";"MST0523";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-05-13";"FYN6300043";"95600002";54.9973333333333;10.1501527777778;35.6;1;"1700";"ja";"4+16";NA;10.71;NA;"MST0523";"MST0523_2020-05-13"
"361";"MST0531";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-05-13";"FYN6300043";"95600002";54.9973333333333;10.1501527777778;35.6;1;"1600";"ja";"4+16";NA;10.71;NA;"MST0531";"MST0531_2020-05-13"
"362";"MST0533";"KristianMcGregorSkelmose";"LivII";"MSTFYN";"2020-05-13";"FYN6300043";"95600002";54.9973333333333;10.1501527777778;35.6;1;"1600";"ja";"4+16";NA;10.71;NA;"MST0533";"MST0533_2020-05-13"
"363";"MST0421";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-05-15";"ARH170006";"94400007";56.1548694444444;10.3208805555556;16;1;"1500";"ja";"9.5";NA;10.28;NA;"MST0421";"MST0421_2020-05-15"
"364";"MST0432";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-05-15";"ARH170006";"94400007";56.1548694444444;10.3208805555556;16;1;"1450";"ja";"9.5";NA;10.28;NA;"MST0432";"MST0432_2020-05-15"
"365";"MST0530";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-05-15";"ARH170006";"94400007";56.1548694444444;10.3208805555556;16;1;"1300";"ja";"9.5";NA;10.28;"1 times grænsen for filtrering overskredet med få minutter grundet teksniske udfordringer.";"MST0530";"MST0530_2020-05-15"
"366";"MST0366";"RasmusBillegrav";"LivII";"MSToeST";"2020-05-18";"VEJ006870";"94300001";55.6745;10.08345;19.8;1;"1550";"ja";"10.5";NA;10.7;NA;"MST0366";"MST0366_2020-05-18"
"367";"MST0377";"RasmusBillegrav";"LivII";"MSToeST";"2020-05-18";"VEJ006870";"94300001";55.6745;10.08345;19.8;1;"1600";"ja";"10.5";NA;10.7;NA;"MST0377";"MST0377_2020-05-18"
"368";"MST0550";"RasmusBillegrav";"LivII";"MSToeST";"2020-05-18";"VEJ006870";"94300001";55.6745;10.08345;19.8;1;"1150";"ja";"10.5";NA;10.7;"1 times grænse for filtrring overskredet pga oplæring";"MST0550";"MST0550_2020-05-18"
"369";"MST0353";"janeRobertsen";"LivII";"MSTSYD";"2020-05-27";"FlensborgFjordYdreFFSB001";"95700008";54.8410833333333;9.81681111111111;30;29;"1400";"ja";"13,0 og 21,0";NA;6.85;NA;"MST0353";"MST0353_2020-05-27"
"370";"MST0357";"janeRobertsen";"LivII";"MSTSYD";"2020-05-27";"FlensborgFjordYdreFFSB001";"95700008";54.8410833333333;9.81681111111111;30;29;"1500";"ja";"13,0 og 21,0";NA;6.85;NA;"MST0357";"MST0357_2020-05-27"
"371";"MST0365";"janeRobertsen";"LivII";"MSTSYD";"2020-05-27";"FlensborgFjordYdreFFSB001";"95700008";54.8410833333333;9.81681111111111;30;29;"1500";"ja";"13,0 og 21,0";NA;6.85;NA;"MST0365";"MST0365_2020-05-27"
"372";"MST0376";"janeRobertsen";"LivII";"MSTSYD";"2020-05-28";"VejleFjordindre_VF";"95130028";55.7016;9.65158055555556;7.5;6.4;"1200";"ja";"3";NA;9.44;NA;"MST0376";"MST0376_2020-05-28"
"373";"MST0378";"janeRobertsen";"LivII";"MSTSYD";"2020-05-28";"VejleFjordindre_VF";"95130028";55.7016;9.65158055555556;7.5;6.4;"1300";"ja";"3";NA;9.44;NA;"MST0378";"MST0378_2020-05-28"
"374";"MST0405";"janeRobertsen";"LivII";"MSTSYD";"2020-05-28";"VejleFjordindre_VF";"95130028";55.7016;9.65158055555556;7.5;6.4;"1300";"ja";"3";NA;9.44;NA;"MST0405";"MST0405_2020-05-28"
"375";"MST0370";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-06-10";"DJURSLANDoeST_HJELMDYB";"93410113";56.1960916666667;10.7535388888889;12.9;11.9;"1600";"JA";"9.1999999999999993";NA;10.29;NA;"MST0370";"MST0370_2020-06-10"
"376";"MST0385";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-06-10";"DJURSLANDoeST_HJELMDYB";"93410113";56.1960916666667;10.7535388888889;12.9;11.9;"1600";"JA";"9.1999999999999993";NA;10.29;NA;"MST0385";"MST0385_2020-06-10"
"377";"MST0557";"KristianMcGregorSkelmose";"LivII";"MSToeST";"2020-06-10";"DJURSLANDoeST_HJELMDYB";"93410113";56.1960916666667;10.7535388888889;12.9;11.9;"1600";"JA";"9.1999999999999993";NA;10.29;NA;"MST0557";"MST0557_2020-06-10"
"378";"MST1025";"RasmusBillegrav";"LivII";"MSTFYN";"2020-08-10";"FYN6300043";"95600002";54.9979444444444;10.1516333333333;35.6;1;"1700";"JA";"8";NA;21.12;NA;"MST1025";"MST1025_2020-08-10"
"379";"MST1026";"RasmusBillegrav";"LivII";"MSTFYN";"2020-08-10";"FYN6300043";"95600002";54.9979444444444;10.1516333333333;35.6;1;"1700";"JA";"8";NA;21.12;NA;"MST1026";"MST1026_2020-08-10"
"380";"MST1051";"RasmusBillegrav";"LivII";"MSTFYN";"2020-08-10";"FYN6300043";"95600002";54.9979444444444;10.1516333333333;35.6;1;"1450";"JA";"8";NA;21.12;NA;"MST1051";"MST1051_2020-08-10"
"381";"MST1017";"janeRobertsen";"LivII";"MSToeST";"2020-08-13";"VEJ0006870";"94300001";55.6749722222222;10.0834583333333;19.6;1;"1400";"ja";"4";NA;19.395;NA;"MST1017";"MST1017_2020-08-13"
"382";"MST1047";"janeRobertsen";"LivII";"MSToeST";"2020-08-13";"VEJ0006870";"94300001";55.6749722222222;10.0834583333333;19.6;1;"1350";"ja";"4";NA;19.395;NA;"MST1047";"MST1047_2020-08-13"
"383";"MST1049";"janeRobertsen";"LivII";"MSToeST";"2020-08-13";"VEJ0006870";"94300001";55.6749722222222;10.0834583333333;19.6;1;"1400";"ja";"4";NA;19.395;NA;"MST1049";"MST1049_2020-08-13"
"384";"MST1016";"RasmusBillegrav";"LivII";"MSToeST";"2020-08-18";"ARH170006";"94400007";56.1551;10.31935;16.6;1;"1200";"ja";"3.8";NA;21.6;NA;"MST1016";"MST1016_2020-08-18"
"385";"MST1019";"RasmusBillegrav";"LivII";"MSToeST";"2020-08-18";"ARH170006";"94400007";56.1551;10.31935;16.6;1;"1200";"ja";"3.8";NA;21.6;NA;"MST1019";"MST1019_2020-08-18"
"386";"MST1050";"RasmusBillegrav";"LivII";"MSToeST";"2020-08-18";"ARH170006";"94400007";56.1551;10.31935;16.6;1;"1100";"ja";"3.8";NA;21.6;NA;"MST1050";"MST1050_2020-08-18"
"387";"MST0462";"JOCTH";"Musling";"MSTNJL";"2020-03-09";"Laesoesyd";"93010001";57.10855;11.1192944444444;4.7;3.7;"1800";"nej";NA;"2020-03-10";5.28;NA;"MST0462";"MST0462_2020-03-09"
"388";"MST0480";"JOCTH";"Musling";"MSTNJL";"2020-03-09";"Laesoesyd";"93010001";57.10855;11.1192944444444;4.7;3.7;"1600";"nej";NA;"2020-03-10";5.28;NA;"MST0480";"MST0480_2020-03-09"
"389";"MST0514";"JOCTH";"Musling";"MSTNJL";"2020-03-09";"Laesoesyd";"93010001";57.10855;11.1192944444444;4.7;3.7;"1700";"nej";NA;"2020-03-10";5.28;NA;"MST0514";"MST0514_2020-03-09"
"390";"MST0534";"GEPED";"Musling";"MSTNJL";"2020-05-12";"NOR5503";"93610032";56.6908333333333;10.0394444444444;27;1;"1550";"ja";"9-12-15-17";"2020-05-15";11.7;NA;"MST0534";"MST0534_2020-05-12"
"391";"MST0500";"GEPED";"Musling";"MSTNJL";"2020-05-12";"NOR5503";"93610032";56.6908333333333;10.0394444444444;27;1;"1250";"ja";"9-12-15-17";"2020-05-15";11.7;NA;"MST0500";"MST0500_2020-05-12"
"392";"MST0424";"GEPED";"Musling";"MSTNJL";"2020-05-12";"NOR5503";"93610032";56.6908333333333;10.0394444444444;27;1;"1650";"ja";"9-12-15-17";"2020-05-15";11.7;NA;"MST0424";"MST0424_2020-05-12"
"393";"MST0526";"JOCTH";"Musling";"MSTNJL";"2020-05-13";"NOR409";"93000005";56.8564833333333;10.7848333333333;14;1;"1400";"ja";"5,0 - 11,0";"2020-05-15";9.6;NA;"MST0526";"MST0526_2020-05-13"
"394";"MST0538";"JOCTH";"Musling";"MSTNJL";"2020-05-13";"NOR409";"93000005";56.8564833333333;10.7848333333333;14;1;"1400";"ja";"5,0 - 11,0";"2020-05-15";9.6;NA;"MST0538";"MST0538_2020-05-13"
"395";"MST0451";"JOCTH";"Musling";"MSTNJL";"2020-05-13";"NOR409";"93000005";56.8564833333333;10.7848333333333;14;1;"1400";"ja";"5,0 - 11,0";"2020-05-15";9.6;NA;"MST0451";"MST0451_2020-05-13"
"396";"MST0528";"GEPED";"Musling";"MSTMJY";"2020-05-14";"VIB3708_00001";"93730002";56.9535166666667;9.05256666666667;7.6;1;"950";"nej";NA;"2020-05-15";10.8;NA;"MST0528";"MST0528_2020-05-14"
"397";"MST0472";"GEPED";"Musling";"MSTMJY";"2020-05-14";"VIB3708_00001";"93730002";56.9535166666667;9.05256666666667;7.6;1;"900";"nej";NA;"2020-05-15";10.8;NA;"MST0472";"MST0472_2020-05-14"
"398";"MST0529";"GEPED";"Musling";"MSTMJY";"2020-05-14";"VIB3708_00001";"93730002";56.9535166666667;9.05256666666667;7.6;1;"1000";"nej";NA;"2020-05-15";10.8;NA;"MST0529";"MST0529_2020-05-14"
"399";"MST0394";"JOCTH";"Musling";"MSTMJY";"2020-05-15";"VIB3727_00001";"93740007";56.62065;9.06807222222222;4.8;1;"1050";"ja";"4";"2020-05-15";10.8;NA;"MST0394";"MST0394_2020-05-15"
"400";"MST0514";"JOCTH";"Musling";"MSTMJY";"2020-05-15";"VIB3727_00001";"93740007";56.62065;9.06807222222222;4.8;1;"1000";"ja";"4";"2020-05-15";10.8;NA;"MST0514";"MST0514_2020-05-15"
"401";"MST0386";"JOCTH";"Musling";"MSTMJY";"2020-05-15";"VIB3727_00001";"93740007";56.62065;9.06807222222222;4.8;1;"1075";"ja";"4";"2020-05-15";10.8;NA;"MST0386";"MST0386_2020-05-15"
"402";"MST412";"GEPED";"Musling";"MSTOJL";"2020-05-26";"HB01";"93500119";56.6552166666667;10.5838388888889;14.1;13.2;"1200";"ja";"8,6 - 9,5 - 10,5";"2020-05-28";8.6;NA;"MST412";"MST412_2020-05-26"
"403";"MST554";"GEPED";"Musling";"MSTOJL";"2020-05-26";"HB01";"93500119";56.6552166666667;10.5838388888889;14.1;13.2;"1200";"ja";"8,6 - 9,5 - 10,5";"2020-05-28";8.6;NA;"MST554";"MST554_2020-05-26"
"404";"MST397";"GEPED";"Musling";"MSTOJL";"2020-05-26";"HB01";"93500119";56.6552166666667;10.5838388888889;14.1;13.2;"1200";"ja";"8,6 - 9,5 - 10,5";"2020-05-28";8.6;NA;"MST397";"MST397_2020-05-26"
"405";"MST1005";"GEPED";"Musling";"MSTNJL";"2020-08-03";"NOR409";"93000005";56.8568333333333;10.7847694444444;14.2;1;"1800";"ja";"7,5 - 10";"2020-08-04";16.2;NA;"MST1005";"MST1005_2020-08-03"
"406";"MST1007";"GEPED";"Musling";"MSTNJL";"2020-08-03";"NOR409";"93000005";56.8568333333333;10.7847694444444;14.2;1;"1800";"ja";"7,5 - 10";"2020-08-04";16.2;NA;"MST1007";"MST1007_2020-08-03"
"407";"MST1003";"GEPED";"Musling";"MSTNJL";"2020-08-03";"NOR409";"93000005";56.8568333333333;10.7847694444444;14.2;1;"1800";"ja";"7,5 - 10";"2020-08-04";16.2;NA;"MST1003";"MST1003_2020-08-03"
"408";"MST1012";"JOCTH";"Musling";"MSTNJL";"2020-08-04";"NOR5503";"93610032";56.6627666666667;9.96781388888889;28;1;"700";"ja";"18";"2020-08-04";17.4;NA;"MST1012";"MST1012_2020-08-04"
"409";"MST1010";"JOCTH";"Musling";"MSTNJL";"2020-08-04";"NOR5503";"93610032";56.6627666666667;9.96781388888889;28;1;"1550";"ja";"18";"2020-08-04";17.4;NA;"MST1010";"MST1010_2020-08-04"
"410";"MST0563";"JOCTH";"Musling";"MSTNJL";"2020-08-04";"NOR5503";"93610032";56.6627666666667;9.96781388888889;28;1;"1600";"ja";"18";"2020-08-04";17.4;NA;"MST0563";"MST0563_2020-08-04"
"411";"MST1004";"GEPED";"Musling";"MSTNJL";"2020-08-05";"VIB3708_00001";"93730002";56.9573333333333;9.05207222222222;7.7;1;"1500";"nej";NA;"2020-08-06";16.9;NA;"MST1004";"MST1004_2020-08-05"
"412";"MST1013";"GEPED";"Musling";"MSTNJL";"2020-08-05";"VIB3708_00001";"93730002";56.9573333333333;9.05207222222222;7.7;1;"1550";"nej";NA;"2020-08-06";16.9;NA;"MST1013";"MST1013_2020-08-05"
"413";"MST1008";"GEPED";"Musling";"MSTNJL";"2020-08-05";"VIB3708_00001";"93730002";56.9573333333333;9.05207222222222;7.7;1;"1500";"nej";NA;"2020-08-06";16.9;NA;"MST1008";"MST1008_2020-08-05"
"414";"MST1015";"JOCTH";"Musling";"MSTMJL";"2020-08-06";"VIB3727_1";"93740007";56.6207333333333;9.06791111111111;4.8;1;"1000";"ja";"3";"2020-08-06";16.9;NA;"MST1015";"MST1015_2020-08-06"
"415";"MST1002";"JOCTH";"Musling";"MSTMJL";"2020-08-06";"VIB3727_1";"93740007";56.6207333333333;9.06791111111111;4.8;1;"1150";"ja";"3";"2020-08-06";16.9;NA;"MST1002";"MST1002_2020-08-06"
"416";"MST1014";"JOCTH";"Musling";"MSTMJL";"2020-08-06";"VIB3727_1";"93740007";56.6207333333333;9.06791111111111;4.8;1;"1175";"ja";"3";"2020-08-06";16.9;NA;"MST1014";"MST1014_2020-08-06"
"417";"MST1053";"JensDeding";"\"Jollen\"";"MSToestjylland";"2020-08-26";"Tr3Fornaes";"93420310";56.4436166666667;10.9522722222222;9.2;8;"1050";"Vedikke";NA;"2020-08-31";14;NA;"MST1053";"MST1053_2020-08-26"
"418";"MST1021";"JensDeding";"\"Jollen\"";"MSToestjylland";"2020-08-26";"Tr3Fornaes";"93420310";56.4436166666667;10.9522722222222;9.2;8;"1000";"Vedikke";NA;"2020-08-31";14;NA;"MST1021";"MST1021_2020-08-26"
"419";"MST1052";"JensDeding";"\"Jollen\"";"MSToestjylland";"2020-08-26";"Tr3Fornaes";"93420310";56.4436166666667;10.9522722222222;9.2;8;"950";"Vedikke";NA;"2020-08-31";14;NA;"MST1052";"MST1052_2020-08-26"
"420";"MST0512";"SteenKrogsboell";"aaboen";"Storstroem";"2020-06-03";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.25;15.59;89;1;"1450";"ja";"25/60";"2020-06-12";8;"Skema leveret til lab i odense med prøven";"MST0512";"MST0512_2020-06-03"
"421";"MST0416";"SteenKrogsboell";"aaboen";"Storstroem";"2020-06-03";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.25;15.59;89;1;"1400";"ja";"25/60";"2020-06-12";8;"Skema leveret til lab i odense med prøven";"MST0416";"MST0416_2020-06-03"
"422";"MST0415";"SteenKrogsboell";"aaboen";"Storstroem";"2020-06-03";"BRKBMPK2_910Bornholmaabnedel";"99000049";55.25;15.59;89;1;"1350";"ja";"25/60";"2020-06-12";8;"Skema leveret til lab i odense med prøven";"MST0415";"MST0415_2020-06-03"
"423";"MST0503";"steenkrogsboell";"aaboen";"Storstroem";"2020-07-28";"Boderne";"99150002";55.0153333333333;14.9016361111111;3;1;"1600";"nej";NA;"2020-08-20";19;"kun 2 poser udtaget";"MST0503";"MST0503_2020-07-28"
"424";"MST0522";"steenkrogsboell";"aaboen";"Storstroem";"2020-07-28";"Boderne";"99150002";55.0153333333333;14.9016361111111;3;1;"1601";"nej";NA;"2020-08-20";19;"kun 2 poser udtaget";"MST0522";"MST0522_2020-07-28"
"425";"MST0445";"NicolaiEspenhainAnker";"ABRA";"Storstroem";"2020-08-03";"0101142EnoeSyd";"96220363";55.1615666666667;11.6515833333333;5;4.9;"0";"nej";"na";"2020-08-04";18.95;"glemt at noteret mængde af filtreret vand";"MST0445";"MST0445_2020-08-03"
"426";"MST1009";"NicolaiEspenhainAnker";"ABRA";"Storstroem";"2020-08-03";"0101142EnoeSyd";"96220363";55.1615666666667;11.6515833333333;5;4.9;"0";"nej";"na";"2020-08-04";18.95;NA;"MST1009";"MST1009_2020-08-03"
"427";"MST0435";"NicolaiEspenhainAnker";"ABRA";"Storstroem";"2020-08-03";"0101142EnoeSyd";"96220363";55.1615666666667;11.6515833333333;5;4.9;"0";"nej";"na";"2020-08-04";18.95;NA;"MST0435";"MST0435_2020-08-03"
"428";"MST0487";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-15";"1001027Hovedskov";"99210007";54.7395166666667;12.0860916666667;11;10;"1500";"ja";"2.1";"2020-09-16";17.09;NA;"MST0487";"MST0487_2020-09-15"
"429";"MST1001";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-15";"1001027Hovedskov";"99210007";54.7395166666667;12.0860916666667;11;10;"1300";"ja";"2.1";"2020-09-16";17.09;NA;"MST1001";"MST1001_2020-09-15"
"430";"MST0439";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-15";"1001027Hovedskov";"99210007";54.7395166666667;12.0860916666667;11;10;"1500";"ja";"2.1";"2020-09-16";17.09;NA;"MST0439";"MST0439_2020-09-15"
"431";"MST0418";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-23";"0401011FemernBaeltVest";"98210012";54.7350833333333;11.083625;4.7;3.6;"1200";"nej";"na";"2020-09-24";17.3;NA;"MST0418";"MST0418_2020-09-23"
"432";"MST1006";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-23";"0401011FemernBaeltVest";"98210012";54.7350833333333;11.083625;4.7;3.6;"1500";"nej";"na";"2020-09-24";17.3;NA;"MST1006";"MST1006_2020-09-23"
"433";"MST0495";"Amalieoerskov_Lindhardt";"ABRA";"Storstroem";"2020-09-23";"0401011FemernBaeltVest";"98210012";54.7350833333333;11.083625;4.7;3.6;"1500";"nej";"na";"2020-09-24";17.3;NA;"MST0495";"MST0495_2020-09-23"
"434";"MST0506";"OleBlohmPoulsen";"Belone";"Fyn";"2020-06-08";"OdenseFjord";"94230001";55.4782666666667;10.5168722222222;9.8;1;"1400";"nej";NA;"2020-06-08";15.29;NA;"MST0506";"MST0506_2020-06-08"
"435";"MST0447";"OleBlohmPoulsen";"Belone";"Fyn";"2020-06-08";"OdenseFjord";"94230001";55.4782666666667;10.5168722222222;9.8;1;"1300";"nej";NA;"2020-06-08";15.29;NA;"MST0447";"MST0447_2020-06-08"
"436";"MST0433";"OleBlohmPoulsen";"Belone";"Fyn";"2020-06-08";"OdenseFjord";"94230001";55.4782666666667;10.5168722222222;9.8;1;"1400";"nej";NA;"2020-06-08";15.29;NA;"MST0433";"MST0433_2020-06-08"
